Nombre Local;Empresa Farmacéutica;Empresa RUT;Empresa Razón Social      ;Número;Tipo                         ;Dirección                                      ;Región;Comuna;Nro Resolución Apertura;Fecha Res.;Latitud;Longitud;Tipo Recetario;Alopática;Homeopática
DR. SIMI;COMERCIAL GENERICA LIMITADA;76.675.428-7;COMERCIAL GENERICA LIMITADA;0;FARMACIA PRIVADA;AV. GABRIELA MISTRAL 1255, LOS ANGELES;BIOBIO;LOS ANGELES;3515;16/08/2017;-37,47334653;-72,32935883;SIN RECETARIO;SI;NO
DR. SIMI;COMERCIAL GENERICA LIMITADA;76.675.428-7;COMERCIAL GENERICA LIMITADA;241;FARMACIA PRIVADA;RENGO N° 107 LOCAL 5;BIOBIO;LOS ANGELES;412;21/02/2019;-37,467551;-72,348625;SIN RECETARIO;SI;NO
FARMACIA DR. SIMI;COMERCIAL GENERICA LIMITADA;76.675.428-7;COMERCIAL GENERICA LIMITADA;F0282;FARMACIA PRIVADA;AVDA. BERNARDO O´HIGGINS N° 402;ARAUCANIA;ANGOL;4037;13/08/2020;-37,802431;-72,69857;SIN RECETARIO;SI;NO
FARMACIA DR SIMI F0183;COMERCIAL GENERICA LIMITADA;76.675.428-7;COMERCIAL GENERICA LIMITADA;F0183;FARMACIA PRIVADA;PALGUIN N° 590 LOCAL 2 Y 4 PUCON;ARAUCANIA;PUCON;3856;05/08/2020;-39,277557;-71,972722;SIN RECETARIO;SI;NO
BOTICA ANDINA;COMERCIAL Y SERVICIOS MENESES &SOLARI LTDA;76.449.324-9;COMERCIAL Y SERVICIOS MENESES &SOLARI LTDA;0001;FARMACIA PRIVADA;FREIRE N°676;VALPARAISO;LOS ANDES;16;16/01/2017;-32,83489946;-70,60350227;INDEPENDIENTE;SI;SI
DR. SIMI;FARMACEUTICA VALDUR LTDA;76.636.728-3;FARMACÉUTICA VALDUR LTDA;169;FARMACIA PRIVADA;BLANCO ENCALADA Nº 11;VALPARAISO;QUILLOTA;159;13/02/2017;-32,87739463;-71,24379914;SIN RECETARIO;SI;SI
DEL DR. SIMI;FARMACEUTICA VALDUR LTDA;76.636.728-3;FARMACÉUTICA VALDUR LTDA;F-0257;FARMACIA PRIVADA;AVENIDA CARLOS VALDOVINOS N° 200, LOCAL D1, PATIO OUTLET LA FáBRICA;METROPOLITANA;SAN JOAQUIN;418;13/12/2019;-33,485474;-70,627277;SIN RECETARIO;SI;NO
COMUNITARIA LA PINTANA;ILUSTRE MUNICIPALIDAD DE LA PINTANA;69.253.800-5;ILUSTRE MUNICIPALIDAD DE LA PINTANA;1;FARMACIA POPULAR;AVENIDA SANTA ROSA 12975;METROPOLITANA;LA PINTANA;2902;15/07/2016;-33,58459295;-70,62909552;SIN RECETARIO;SI;NO
COMUNAL ESTACIÓN CENTRAL;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;69.254.300-9;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;1;FARMACIA POPULAR;AVENIDA LIBERTADOR BERNARDO O'HIGGINS 3920;METROPOLITANA;ESTACION CENTRAL;3272;08/08/2016;-33,45395554;-70,69001094;SIN RECETARIO;SI;NO
VITABOTICA;ILUSTRE MUNICIPALIDAD DE VITACURA;69.255.600-3;ILUSTRE MUNICIPALIDAD DE VITACURA;1;FARMACIA POPULAR;AVENIDA PADRE HURTADO N°1873;METROPOLITANA;VITACURA;3484;18/08/2016;-33,38183;-70,55197;SIN RECETARIO;SI;NO
COMUNITARIA DE RENCA;ILUSTRE MUNICIPALIDAD DE RENCA;70.931.100-K;ILUSTRE MUNICIPALIDAD DE RENCA;1;FARMACIA POPULAR;GENERAL FREIRE 4935;METROPOLITANA;RENCA;101;14/01/2019;-30,400686;-70,722082;SIN RECETARIO;SI;NO
AMIGA;ILUSTRE MUNICIPALIDAD DE RENCA;70.931.100-K;ILUSTRE MUNICIPALIDAD DE RENCA;1;FARMACIA ASISTENCIAL PUBLICA;BRASIL 8005;METROPOLITANA;RENCA;3495;19/08/2016;-33,3980042;-70,7506951;SIN RECETARIO;SI;NO
AMIGA;ILUSTRE MUNICIPALIDAD DE RENCA;70.931.100-K;ILUSTRE MUNICIPALIDAD DE RENCA;2;FARMACIA ASISTENCIAL PUBLICA;AVENIDA JOSÉ MANUEL BALMACEDA 4420;METROPOLITANA;RENCA;111;09/01/2017;-33,4030648;-70,7102563;SIN RECETARIO;SI;NO
COMUNITARIA ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE DE MAIPO;70.937.200-9;ILUSTRE MUNICIPALIDAD DE ISLA DE MAPO;1;FARMACIA POPULAR;ALCALDE LÓPEZ 9;METROPOLITANA;ISLA DE MAIPO;3494;19/08/2016;-33,7549526;-70,8967418;SIN RECETARIO;SI;NO
COMUNITARIA EL BOSQUE;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;69.255.300-4;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;1;FARMACIA POPULAR;ALEJANDRO GUZMÁN 735;METROPOLITANA;EL BOSQUE;3573;25/08/2016;-33,5559025;-70,6654898;SIN RECETARIO;SI;NO
MUNICIPAL PEÑAFLOR;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;69.071.700-K;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;1;FARMACIA POPULAR;ERNESTO PRADO TAGLE 93;METROPOLITANA;PEÑAFLOR;3642;31/08/2016;-33,6075489;-70,9005907;SIN RECETARIO;SI;NO
COMUNAL COLINA;COMUNAL COLINA;70.941.900-5;CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE COLINA;1;FARMACIA POPULAR;ALPATACAL 540;METROPOLITANA;COLINA;3657;01/09/2016;-33,2067054;-70,6704478;SIN RECETARIO;SI;NO
COMUNAL MóVIL ITINERANTE COLINA;COMUNAL COLINA;70.941.900-5;CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE COLINA;1;FARMACIA POPULAR;PEDRO AGUIRRE CERDA N° 7;METROPOLITANA;COLINA;1315;09/03/2018;;;SIN RECETARIO;SI;NO
COMUNAL ITINERANTE MóVIL COLINA;COMUNAL COLINA;70.941.900-5;CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE COLINA;2;FARMACIA POPULAR;ITINERANTE;METROPOLITANA;COLINA;5779;02/12/2021;Itinerante;Itinerante;SIN RECETARIO;NO;NO
COMUNAL ESMERALDA;COMUNAL COLINA;70.941.900-5;CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE COLINA;1;FARMACIA POPULAR;CARRETERA GENERAL SAN MARTÍN ANTIGUA 3487;METROPOLITANA;COLINA;4178;22/09/2022;-33,184002;-70,65347;SIN RECETARIO;SI;NO
CIUDADANA;CORPORACIÓN MUNICIPAL DE EDUCACIÓN, SALUD, CULTURA Y RECREACIÓN DE LA FLORIDA;70.933.700-9;CORPORACIÓN MUNICIPAL DE EDUCACIÓN, SALUD, CULTURA Y RECREACIÓN DE LA FLORIDA;1;FARMACIA POPULAR;AVENIDA VICUÑA MACKENNA 7210;METROPOLITANA;LA FLORIDA;3789;13/09/2016;-33,5211633;-70,6009705;SIN RECETARIO;SI;NO
CIUDADANA;CORPORACIÓN MUNICIPAL DE EDUCACIÓN, SALUD, CULTURA Y RECREACIÓN DE LA FLORIDA;70.933.700-9;CORPORACIÓN MUNICIPAL DE EDUCACIÓN, SALUD, CULTURA Y RECREACIÓN DE LA FLORIDA;2;FARMACIA POPULAR;VICUÑA MACKENNA 10208;METROPOLITANA;LA FLORIDA;4411;21/11/2016;-33,5504124;-70,5864698;SIN RECETARIO;SI;NO
FARMACIA SOLIDARIA;ILUSTRE MUNICIPALIDAD DE MELIPILLA;69.072.900-8;ILUSTRE MUNICIPALIDAD DE MELIPILLA;1;FARMACIA POPULAR;MERCED 727;METROPOLITANA;MELIPILLA;4005;28/09/2016;-33,6847978;-71,2169875;SIN RECETARIO;SI;NO
COMUNAL DE PADRE HURTADO;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;69.261.400-3;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;1;FARMACIA POPULAR;CAMINO SAN ALBERTO HURTADO 3295;METROPOLITANA;PADRE HURTADO;4808;14/12/2016;-33,57832423;-70,82545114;SIN RECETARIO;SI;NO
FARMACIA PALMA;FARMACIA PALMA;14.397.863-K;ALICIA ROJAS PALMA;01;FARMACIA PRIVADA;14 SUR Nº 1310;MAULE;TALCA;1458;06/07/2007;-35,4423663;-71,66204333;SIN RECETARIO;SI;NO
SOFIA;FARMACIA SOFIA;76.647.688-0;FARMACIA Y PERFUMERIA SOFIA SPA;1;FARMACIA PRIVADA;Ginebra 3603;ARICA;ARICA;47;12/01/2017;-18,4474519;-70,296178;SIN RECETARIO;SI;NO
SOFIA 2;FARMACIA SOFIA;76.647.688-0;FARMACIA Y PERFUMERIA SOFIA SPA;2;FARMACIA PRIVADA;Patricio Lynch 597;ARICA;ARICA;699;21/06/2019;-18,4788404;-70,3159714;SIN RECETARIO;SI;NO
SOFIA 3;FARMACIA SOFIA;76.647.688-0;FARMACIA Y PERFUMERIA SOFIA SPA;3;FARMACIA PRIVADA;Benjamin Vicuña Mackenna 908;ARICA;ARICA;529;20/04/2021;-18,479663;-70,3103;SIN RECETARIO;SI;NO
FARMACENTER;FARMACIA FARMACENTER;76.420.935-4;MAXPLAY LTDA;1;FARMACIA PRIVADA;RUTA DE LA FRUTA, KM 62, EL MANZANO;OHIGGINS;LAS CABRAS;1296;02/02/2017;-34,16861597;-71,39717824;SIN RECETARIO;NO;SI
QULLANI;FARMACIA QULLANI;76.644.491-1;FARMACIA XIMENA ALEJANDRA MURILLO SALAZAR E.I.R.L.;1;FARMACIA PRIVADA;Avenida Diego Portales 1599;ARICA;ARICA;1367;14/11/2016;-18,4785581;-70,2980831;SIN RECETARIO;SI;NO
FARMAHORRO;FARMACIA FARMAHORRO;22.395.457-K;JOSE HUGO ORELLANO PIZARRO;1;FARMACIA PRIVADA;Cancha Rayada 3529;ARICA;ARICA;357;13/03/2017;-18,4501902;-70,2936391;SIN RECETARIO;SI;NO
FARMAHORRO;FARMACIA FARMAHORRO;22.395.457-K;JOSE HUGO ORELLANO PIZARRO;2;FARMACIA PRIVADA;Avenida Senador Luis Valente Rossi 2330 - 2332;ARICA;ARICA;932;26/08/2019;-18,493725;-70,2949143;SIN RECETARIO;SI;NO
FARMAHORRO;FARMACIA FARMAHORRO;22.395.457-K;JOSE HUGO ORELLANO PIZARRO;3;FARMACIA PRIVADA;Calle Paris 3574;ARICA;ARICA;397;28/04/2020;-18,448037;-70,298231;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL ARICA SECTRO CENTRO;MUNICIPALIDAD DE ARICA;69.010.100-9;ILUSTRE MUNICIPALIDAD DE ARICA;1;FARMACIA POPULAR;18 DE SEPTIEMBRE 453;ARICA;ARICA;1044;24/08/2016;-18,4787763;-70,3172672;SIN RECETARIO;SI;NO
CRUZ VERDE ( FRANQUICIA);CRUZ VERDE LOCAL 531 ( FRANQUICIA);76.618.357-3;SOCIEDAD DE INVERSIONES SIMPSON LIMITADA;531;FARMACIA PRIVADA;AVENIDA SAN JUAN 133 C, LOCAL 40;OHIGGINS;MACHALI;3440;03/04/2017;-34,17716096;-70,69837209;SIN RECETARIO;SI;NO
FARMACIA CRUZ VERDE;CRUZ VERDE LOCAL 531 ( FRANQUICIA);76.618.357-3;SOCIEDAD DE INVERSIONES SIMPSON LIMITADA;9022;FARMACIA PRIVADA;DIAGONAL DOñIHUE 2251;OHIGGINS;RANCAGUA;3542;29/09/2020;-34,17895697;-70,7685128;SIN RECETARIO;NO;SI
WELEDA;WELEDA LOCAL 2;78.292.680-2;WELEDA CHILE SPA;2;FARMACIA PRIVADA;SIMON BOLIVAR 4188, ÑUñOA;METROPOLITANA;ÑUÑOA;129;04/04/1995;-33,4483751;-70,5888523;INDEPENDIENTE;NO;SI
FARMACIA MUNICIPAL;MUNICIPALIDAD DE COQUIMBO;69.040.300-5;ILUSTRE MUNICIPALIDAD DE COQUIMBO;1;FARMACIA POPULAR;AVENIDA ALESSANDRI 271;COQUIMBO;COQUIMBO;3140;30/06/2016;-29,9660362;-71,3419145;SIN RECETARIO;SI;NO
BOTICA CIUDADANA;MUNICIPALIDAD DE LA SERENA;69.040.100-2;ILUSTRE MUNICIPALIDAD DE LA SERENA;1;FARMACIA POPULAR;PAMPA BAJA 678;COQUIMBO;LA SERENA;4473;28/09/2016;-29,92071255;-71,2539867;SIN RECETARIO;SI;NO
FARMACIA COMUNITARIA;MUNICIPALIDAD DE ILLAPEL;69.041.200-4;ILUSTRE MUNICIPALIDAD DE ILLAPEL;1;FARMACIA POPULAR;EL MIRADOR 70;COQUIMBO;ILLAPEL;4186;07/09/2016;-31,63852611;-71,17698344;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL;MUNICIPALIDAD DE VICUÑA;69.040.500-8;ILUSTRE MUNICIPALIDAD DE VICUÑA;1;FARMACIA POPULAR;SAN MARTIN 275;COQUIMBO;VICUÑA;3913;22/08/2016;-30,034289;-70,713374;SIN RECETARIO;SI;NO
FARMACIA CESFAM SAN ISIDRO CALINGASTA;MUNICIPALIDAD DE VICUÑA;69.040.500-8;ILUSTRE MUNICIPALIDAD DE VICUÑA;1;FARMACIA ASISTENCIAL PUBLICA;18 DE SEPTIEMBRE 101;COQUIMBO;VICUÑA;4594;27/09/2018;1;1;SIN RECETARIO;SI;NO
FARMACIA POPULAR;MUNICIPALIDAD DE LOS VILOS;69.041.500-3;ILUSTRE MUNICIPALIDAD DE LOS VILOS;01;FARMACIA POPULAR;LAUTARO 746;COQUIMBO;LOS VILOS;2748;13/06/2016;-31,9123775;-71,5070567;SIN RECETARIO;SI;NO
FARMACIA POPULAR DE CERRILLOS;POPULAR DE CERRILLOS;69.255.000-5;ILUSTRE MUNICIPALIDAD DE CERRILLOS;1;FARMACIA POPULAR;PILOTO LAZO 120;METROPOLITANA;CERRILLOS;3731;07/09/2016;-33,4880599;-70,7031634;SIN RECETARIO;SI;NO
FARMACIA COMUNITARIA LEBU;MUNICIPALIDAD DE LEBU;69.160.300-8;ILUSTRE MUNICIPALIDAD DE LEBU;0;FARMACIA POPULAR;CARRERA 668-B;BIOBIO;LEBU;6554;08/08/2016;-37,607749;-73,65539;SIN RECETARIO;SI;NO
FARMACIA CESFAM LEBU NORTE;MUNICIPALIDAD DE LEBU;69.160.300-8;ILUSTRE MUNICIPALIDAD DE LEBU;1;FARMACIA ASISTENCIAL PUBLICA;Ignacio Carrera Pinto 1441;BIOBIO;LEBU;5807;18/12/2019;-37,60415335;-73,64698679;SIN RECETARIO;NO;NO
FARMACIA COMUNAL SUR;CORMUPA;70.931.900-0;CORPORACIÓN MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACIÓN, SALUD Y ATENCIÓN AL MENOR;2;FARMACIA POPULAR;ZENTENO 2850;MAGALLANES;PUNTA ARENAS;29;02/01/2020;-53,1741269;-70,9362821;SIN RECETARIO;SI;NO
FARMACIA COMUNAL NORTE;CORMUPA;70.931.900-0;CORPORACIÓN MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACIÓN, SALUD Y ATENCIÓN AL MENOR;2;FARMACIA POPULAR;SUIZA 01441;MAGALLANES;PUNTA ARENAS;464;13/04/2020;-53,1429874;-70,880779;SIN RECETARIO;SI;NO
BOTICA DEL CARBÓN;DAS LOTA;69.259.900-4;DIRECCION ADMINISTRACION SALUD DE LA COMUNA DE LOTA;0;FARMACIA POPULAR;COUSIÑO 599;BIOBIO;LOTA;5559;30/06/2016;-37,092477;-73,157996;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL CORONEL;MUNICIPALIDAD DE CORONEL;69.151.202-9;ILUSTRE MUNICIPALIDAD DE CORONEL;0;FARMACIA POPULAR;LOS NOTROS 1489 LAGUNILLAS 2;BIOBIO;CORONEL;5208;17/06/2016;-36,986846;-73,154341;SIN RECETARIO;SI;NO
FARMACIA VECINA;FARMACIA VECINA;69.210.100-6;ILUSTRE MUNICIPALIDAD DE OSORNO;1;FARMACIA POPULAR;JUAN MACKENNA 1247, OSORNO;LOS LAGOS;OSORNO;995;16/06/2016;-40,574933;-73,1309844;SIN RECETARIO;SI;NO
FARMACIA VECINAL RAHUE;FARMACIA VECINA;69.210.100-6;ILUSTRE MUNICIPALIDAD DE OSORNO;2;FARMACIA POPULAR;AVENIDA REPUBLICA 296, OSORNO;LOS LAGOS;OSORNO;29268;06/12/2021;-40,574074;-73,14949;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL SAN PABLO;FARMACIA MUNICIPAL SAN PABLO;69.210.200-2;ILUSTRE MUNICIPALIDAD DE SAN PABLO;1;FARMACIA POPULAR;BOLIVIA 498;LOS LAGOS;SAN PABLO;749;04/05/2016;-40,41226883;-73,01218292;SIN RECETARIO;SI;NO
FARMACIA POPULAR TOMÉ;MUNICIPALIDAD DE TOME;69.150.102-7;ILUSTRE MUNICIPALIDAD DE TOMÉ;0;FARMACIA POPULAR;IGNACIO SERRANO 1055;BIOBIO;TOME;4657;30/05/2016;-36,616854;-72,959534;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL CHIGUAYANTE;MUNICIPALIDAD DE CHIGUAYANTE;69.264.700-9;ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE;0;FARMACIA POPULAR;MANUEL RODRIGUEZ 300 LOCAL 1A;BIOBIO;CHIGUAYANTE;4658;30/05/2016;-36,920582;-73,027281;SIN RECETARIO;SI;NO
FARMACIA CESFAM CHIGUAYANTE;MUNICIPALIDAD DE CHIGUAYANTE;69.264.700-9;ILUSTRE MUNICIPALIDAD DE CHIGUAYANTE;1;FARMACIA ASISTENCIAL PUBLICA;Chiguay;BIOBIO;CHIGUAYANTE;152;20/07/2005;-36,926192;-73,02905314;SIN RECETARIO;NO;NO
FARMACIA MUNICIPAL DE CONCEPCION;MUNICIPALIDAD DE CONCEPCIÓN;69.150.400-K;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;0;FARMACIA POPULAR;ANIBAL PINTO 450 LOCAL 8;BIOBIO;CONCEPCION;4157;13/05/2016;-36,826763;-73,049522;SIN RECETARIO;SI;NO
FARMACIA CESFAM PEDRO DE VALDIVIA;MUNICIPALIDAD DE CONCEPCIÓN;69.150.400-K;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;1;FARMACIA ASISTENCIAL PUBLICA;Las Canchas 56;BIOBIO;CONCEPCION;72;09/01/2018;-36,8422017;-73,0560924;SIN RECETARIO;NO;NO
FARMACIA MUNICIPAL FARMARAUCO;MUNICIPALIDAD DE ARAUCO;69.160.100-5;ILUSTRE MUNICIPALIDAD DE ARAUCO;0;FARMACIA POPULAR;SERRANO 440;BIOBIO;ARAUCO;9423;23/11/2016;-37,247224;-73,319376;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL PENCO;MUNICIPALIDAD DE PENCO;69.150.502-2;ILUSTRE MUNICIPALIDAD DE PENCO;0;FARMACIA POPULAR;MAIPÚ 201;BIOBIO;PENCO;1976;16/03/2017;-36,738075;-72,993213;SIN RECETARIO;SI;NO
FARMACIA ASISTENCIAL COMUNAL ÑIQUÉN;MUNICIPALIDAD DE ÑIQUÉN;69.140.600-8;ILUSTRE MUNICIPALIDAD DE ÑIQUÉN;;FARMACIA POPULAR;ERNESTO ZUÑIGA 180;ÑUBLE;ÑIQUEN;3231;14/04/2016;-36,28215924;-71,81525489;SIN RECETARIO;SI;NO
FARMACIA ASISTENCIAL COMUNAL CHILLÁN;MUNICIPALIDAD DE CHILLÁN;69.140.900-7;ILUSTRE MUNICIPALIDAD DE CHILLÁN;0;FARMACIA POPULAR;LIBERTAD 1040;ÑUBLE;CHILLAN;5326;21/06/2016;-36,60772;-72,095557;SIN RECETARIO;SI;NO
FARMACIA ASISTENCIAL COMUNAL SAN CARLOS;MUNICIPALIDAD DE SAN CARLOS;69.140.500-1;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;0;FARMACIA POPULAR;SERRANO Nº 02 ESQUINA AVENIDA PRAT;ÑUBLE;SAN CARLOS;256;25/01/2017;-36,433555;-71,960144;SIN RECETARIO;SI;NO
FARMACIA ASISTENCIAL COMUNAL CHILLÁN VIEJO;MUNICIPALIDAD DE CHILLÁN VIEJO;69.266.500-7;ILUSTRE MUNICIPALIDAD DE CHILLÁN VIEJO;0;FARMACIA POPULAR;REINO DE CHILE 1211 VILLA RÍOS DEL SUR;ÑUBLE;CHILLAN VIEJO;7148;29/08/2016;-36,63088;-72,111343;SIN RECETARIO;SI;NO
FARMACIA ASISTENCIAL COMUNAL COIHUE;MUNICIPALIDAD DE COIHUECO;69.141.102-8;ILUSTRE MUNICIPALIDAD DE COIHUECO;0;FARMACIA POPULAR;ARTURO PRAT 1643;ÑUBLE;COIHUECO;9403;22/11/2016;-36,628439;-71,831801;SIN RECETARIO;SI;NO
FARMACIA POPULAR LLACOLÉN;DAS SAN PEDRO DE LA PAZ;74.269.600-6;DIRECCIÓN DE ADMINISTRACIÓN MUNICIPAL DE SALUD SAN PEDRO DE LA PAZ;0;FARMACIA POPULAR;LOS ACACIOS 43, SAN PEDRO DE LA PAZ;BIOBIO;SAN PEDRO DE LA PAZ;2092;04/03/2016;-36,8401021;-73,102523;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL;ILUSTRE MUNICIPALIDAD DE NACIMIENTO;69.170.700-8;ILUSTRE MUNICIPALIDAD DE NACIMIENTO;0;FARMACIA POPULAR;FREIRE 402;BIOBIO;NACIMIENTO;5878;12/07/2016;-37,5024031;-72,6710921;SIN RECETARIO;SI;NO
FARMACIA COMUNITARIA;MUNICIPALIDAD DE TUCAPEL DEPARTAMENTO DE SALUD;69.141.802-2;MUNICIPALIDAD DE TUCAPEL DEPARTAMENTO DE SALUD;1;FARMACIA POPULAR;12 DE FEBRERO 362, HUEPIL;BIOBIO;TUCAPEL;1834;29/08/2019;-37,239078;-71,941716;SIN RECETARIO;SI;NO
FARMACIA CESFAM TUCAPEL;MUNICIPALIDAD DE TUCAPEL DEPARTAMENTO DE SALUD;69.141.802-2;MUNICIPALIDAD DE TUCAPEL DEPARTAMENTO DE SALUD;1;FARMACIA ASISTENCIAL PUBLICA;COMERCIO 430;BIOBIO;TUCAPEL;1383;13/07/2018;-37,293516;-71,948627;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL CABRERO;ILUSTRE MUNICIPALIDAD DE CABRERO;69.151.002-6;ILUSTRE MUNICIPALIDAD DE CABRERO;0;FARMACIA POPULAR;LAS DELICIAS 355;BIOBIO;CABRERO;5879;12/07/2016;-37,0374828;-72,4059368;SIN RECETARIO;SI;NO
FARMACIA MUNICIPAL MONTE AGUILA;ILUSTRE MUNICIPALIDAD DE CABRERO;69.151.002-6;ILUSTRE MUNICIPALIDAD DE CABRERO;1;FARMACIA POPULAR;CAUPOLICAN 280;BIOBIO;CABRERO;653;28/07/2021;-37,086261;-72,435882;SIN RECETARIO;SI;NO
FARMACIA CESFAM MONTE AGUILA;ILUSTRE MUNICIPALIDAD DE CABRERO;69.151.002-6;ILUSTRE MUNICIPALIDAD DE CABRERO;1;FARMACIA ASISTENCIAL PUBLICA;LOS OLMOS 90, MONTE AGUILA;BIOBIO;CABRERO;823;24/04/2018;-37,084151;-72,435902;SIN RECETARIO;SI;NO
FARMACIA CESFAM CABRERO;ILUSTRE MUNICIPALIDAD DE CABRERO;69.151.002-6;ILUSTRE MUNICIPALIDAD DE CABRERO;1;FARMACIA ASISTENCIAL PUBLICA;LAS VIOLETAS 805;BIOBIO;CABRERO;1802;05/06/2012;-37,038209;-72,397351;SIN RECETARIO;SI;NO
FARMACIA BERNARDINO YAÑEZ QUINTEROS;ILUSTRE MUNICIPALIDAD DE MULCHEN;61.967.400-6;ILUSTRE MUNICIPALIDAD DE MULCHEN;0;FARMACIA POPULAR;GANA 242;BIOBIO;MULCHEN;7668;12/09/2016;-37,72091095;-72,24519125;SIN RECETARIO;SI;NO
FARMACIA POPULAR;MUNICIPALIDAD DE YUMBEL DEPTO DE SALUD;69.150.901-K;MUNICIPALIDAD DE YUMBEL DEPTO DE SALUD;0;FARMACIA POPULAR;O´HIGGINS 851;BIOBIO;YUMBEL;7019;23/08/2016;-37,09752698;-72,56158304;SIN RECETARIO;SI;NO
FARMACIA CESFAM YUMBEL ESTACION;MUNICIPALIDAD DE YUMBEL DEPTO DE SALUD;69.150.901-K;MUNICIPALIDAD DE YUMBEL DEPTO DE SALUD;1;FARMACIA ASISTENCIAL PUBLICA;LA CONCEPCION 275;BIOBIO;YUMBEL;185;02/03/2021;-37,144709;-72,538873;SIN RECETARIO;SI;NO
FARMACIA COMUNITARIA LAJA;ILUSTRE MUNICIPALIDAD DE LAJA;69.170.300-2;ILUSTRE MUNICIPALIDAD DE LAJA;1;FARMACIA POPULAR;Balmaceda 272;BIOBIO;LAJA;8005;23/09/2016;-37,28041046;-72,71500373;SIN RECETARIO;SI;NO
FARMACIA DCS MUNICIPALIDAD LAJA;ILUSTRE MUNICIPALIDAD DE LAJA;69.170.300-2;ILUSTRE MUNICIPALIDAD DE LAJA;1;FARMACIA ASISTENCIAL PUBLICA;FRITZ 101, LAJA;BIOBIO;LAJA;854;22/09/2021;-37.279119°;-72.714000°;SIN RECETARIO;SI;NO
FARMACIA CESFAM QUILLECO;ILUSTRE MUNICIPALIDAD DE QUILLECO;69.170.402-5;ILUSTRE MUNICIPALIDAD DE QUILLECO;1;FARMACIA ASISTENCIAL PUBLICA;ARTURO PRAT 310;BIOBIO;QUILLECO;7667;12/09/2016;-37,468283;-71,9824;SIN RECETARIO;SI;NO
FARMACIA CESFAM CANTERAS;ILUSTRE MUNICIPALIDAD DE QUILLECO;69.170.402-5;ILUSTRE MUNICIPALIDAD DE QUILLECO;1;FARMACIA ASISTENCIAL PUBLICA;DIEGO PORTALES SN, CANTERAS;BIOBIO;QUILLECO;7666;12/09/2016;-37,402213;-72,01004;SIN RECETARIO;SI;NO
FARMACIA COMUNAL;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;69.151.100-6;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;1;FARMACIA POPULAR;IBIETA 225;BIOBIO;SAN ROSENDO;6362;29/07/2016;-37,2641045;-72,7261048;SIN RECETARIO;SI;NO
FARMACIA COMUNITARIA;ILUSTRE MUNICIPALIDAD DE LOS ANGELES;69.170.100-K;ILUSTRE MUNICIPALIDAD DE LOS ANGELES;0;FARMACIA POPULAR;CAUPOLICAN 399;BIOBIO;LOS ANGELES;4714;31/05/2016;-37,471309;-72,350784;SIN RECETARIO;SI;NO
DEL MAR;SOCIEDAD FARMACEUTICA MOLINA LIMITADA;76.659.385-2;SOCIEDAD FARMACEUTICA MOLINA LIMITADA;0001;FARMACIA PRIVADA;7 NORTE 457;VALPARAISO;VIÑA DEL MAR;541;23/03/2017;-33,01590721;-71,55320198;SIN RECETARIO;SI;NO
BRUNOFARMA;FARMACIA BRUNOFARMA;21.222.599-1;EFI AEDO APAZA;1;FARMACIA PRIVADA;Lautaro 1042;ARICA;ARICA;421;02/03/2017;-18,4806222;-70,3079602;SIN RECETARIO;SI;NO
FARMACIA DEL DR. SIMI;MARTIN'S E.I.R.L.;76.661.644-5;ESTABLECIMIENTOS FARMACEUTICOS ROLANDO LUIS DEL CARMEN MARTIN MARTINEZ E.I.R.L.;F-0184;FARMACIA PRIVADA;AVDA. HEROES DE LA CONCEPCION 2608, IQUIQUE;TARAPACA;IQUIQUE;604;05/04/2017;-20,2361011;-70,1432444;SIN RECETARIO;SI;NO
