Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
Del Maule;VII;Chanco;Posta de Salud Rural El Colo;;Perteneciente;
Del Maule;VII;Vichuquén;Posta de Salud Rural Rarín;;Perteneciente;
Del Maule;VII;Río Claro;Posta de Salud Rural Camarico (Río Claro);;Perteneciente;
Del Maule;VII;Río Claro;Posta de Salud Rural Porvenir;;Perteneciente;
Del Maule;VII;Río Claro;Posta de Salud Rural Peñaflor;;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Coipué (Curepto);56581256;Perteneciente;
Del Maule;VII;Constitución;Posta de Salud Rural Carrizalillo (Constitución );;Perteneciente;
Del Maule;VII;Pencahue;Posta de Salud Rural Botalcura;711970543;Perteneciente;
Del Maule;VII;Pencahue;Posta de Salud Rural Corinto;711970554;Perteneciente;
Del Maule;VII;Pencahue;Posta de Salud Rural Tanhuao;;Perteneciente;
Del Maule;VII;Maule;Posta de Salud Rural Colín;;Perteneciente;
Del Maule;VII;Maule;Posta de Salud Rural Duao de Maule;;Perteneciente;
Del Maule;VII;Maule;Posta de Salud Rural Quiñipeumo;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Peumo Negro;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural La Placeta;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Punta de Diamante;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Las Lomas (San Clemente );;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Mariposas;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Vilches;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Corralones;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Los Montes;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural El Colorado;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural La Suiza;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Maitenes;;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Rapilermo;62075334;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Gualleco;62075333;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Calpún;62075335;Perteneciente;
Del Maule;VII;Constitución;Posta de Salud Rural Putú;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Buenos Aires;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Nirivilo;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Rastrojos;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Villavicencio;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Huerta;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Melozal;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Caliboro;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural El Sauce de San Javier;;Perteneciente;
Del Maule;VII;Villa Alegre;Posta de Salud Rural Estación;;Perteneciente;
Del Maule;VII;Villa Alegre;Posta de Salud Rural Putagán;;Perteneciente;
Del Maule;VII;Villa Alegre;Posta de Salud Rural Lagunillas ( Villa Alegre );;Perteneciente;
Del Maule;VII;Villa Alegre;Posta de Salud Rural Peñuelas;;Perteneciente;
Del Maule;VII;Yerbas Buenas;Posta de Salud Rural Orilla de Maule;56680264;Perteneciente;
Del Maule;VII;Yerbas Buenas;Posta de Salud Rural Maitencillo (Yerbas Buenas);56680258;Perteneciente;
Del Maule;VII;Colbún;Posta de Salud Rural Maule Sur;;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Palmilla (Linares);;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Embalse Ancoa;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural Peumal;;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Vega de Salas;;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Chupallar;;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Los Hualles;;Perteneciente;
Del Maule;VII;Constitución;Posta de Salud Rural Las Cañas;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural Miraflores;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural Huimeo;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural Mesamávida (Los Ángeles);;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural La Quinta;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural San José (Longaví);;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural Loma de Vásquez;;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural Piguchén (Retiro);93229737;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural Villaseca;732971048;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural Talhuenes;732971042;Perteneciente;
Del Maule;VII;Retiro;Centro Comunitario de Salud Familiar Camelias;732971043;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural San Marcos (Retiro);98426610;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural Copihue;78526759;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Los Canelos (Parral);;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Bullileo;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Digua;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Catillo;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Perquilauquén;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Tapihue;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Cayurranquil;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Santo Toribio;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Quella;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Tres Esquinas (Cauquenes);;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Cancha de Los Huevos;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Coronel;;Perteneciente;
Del Maule;VII;Colbún;Posta de Salud Rural Lomas de Putagán;;Perteneciente;
Del Maule;VII;Pelluhue;Centro Comunitario de Salud Familiar Pelluhue;996586577;Perteneciente;
Del Maule;VII;Pelluhue;Posta de Salud Rural Chovellén;;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural Pahuil;;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural Loanco;;Perteneciente;
Del Maule;VII;Constitución;Posta de Salud Rural Santa Olga;;Perteneciente;
Del Maule;VII;Sagrada Familia;Posta de Salud Rural Los Quillayes (Sagrada Familia);82343355;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Vara Gruesa;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural El Carmen( Longaví);;Perteneciente;
Del Maule;VII;Río Claro;Posta de Salud Rural El Bolsico;;Perteneciente;
Del Maule;VII;San Javier;Posta de Salud Rural El Aromo;;Perteneciente;
Del Maule;VII;Villa Alegre;Posta de Salud Rural Esperanza;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Santa Elena (San Clemente);;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Las Lomas (Curepto);96510234;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Los Carros;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Monte Flor;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Fuerte Viejo;;Perteneciente;
Del Maule;VII;Molina;Posta de Salud Rural Tres Esquinas (Molina);;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural Santa Delfina;732971040;Perteneciente;
Del Maule;VII;Retiro;Posta de Salud Rural San Ramón (Retiro);732971049;Perteneciente;
Del Maule;VII;Licantén;Posta de Salud Rural La Pesca;;Perteneciente;
Del Maule;VII;Hualañé;Posta de Salud Rural Barba Rubia;752544676;Perteneciente;
Del Maule;VII;Hualañé;Posta de Salud Rural Espinalillo;752544675;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural San Víctor Álamos;;Perteneciente;
Del Maule;VII;Longaví;Posta de Salud Rural Lomas de la Tercera;;Perteneciente;
Del Maule;VII;Sagrada Familia;Posta de Salud Rural Santa Rosa (Sagrada Familia);752471701;Perteneciente;
Del Maule;VII;Pelarco;Posta de Salud Rural Huencuecho;711971598;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Llancanao;;Perteneciente;
Del Maule;VII;Curepto;Posta de Salud Rural Estancilla;62075337;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural El Cardonal;;Perteneciente;
Del Maule;VII;Río Claro;Posta de Salud Rural Los Robles (Río Claro);;Perteneciente;
Del Maule;VII;Pelarco;Posta de Salud Rural El Manzano (Pelarco );711971598;Perteneciente;
Del Maule;VII;Maule;Posta de Salud Rural Linares de Perales;;Perteneciente;
Del Maule;VII;Pencahue;Posta de Salud Rural Batuco;57986688;Perteneciente;
Del Maule;VII;Curicó;Posta de Salud Rural El Porvenir;;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural Chequén;;Perteneciente;
Del Maule;VII;Yerbas Buenas;Posta de Salud Rural Puipuyén;56680265;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural La Vega (Chanco);;Perteneciente;
Del Maule;VII;Vichuquén;Posta de Salud Rural Boyeruca;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Bajos de Huenutil;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Talquita;;Perteneciente;
Del Maule;VII;Pencahue;Posta de Salud Rural Las Palmas de Toconey;711970552;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural Quilhuine;;Perteneciente;
Del Maule;VII;Teno;Posta de Salud Rural Raúl Folleraux;975174826;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Santa Sofía;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Pocillas;;Perteneciente;
Del Maule;VII;Curicó;Posta de Salud Rural La Obra (Curicó);;Perteneciente;
Del Maule;VII;Chanco;Posta de Salud Rural Lagunillas (Chanco);;Perteneciente;
Del Maule;VII;Colbún;Posta de Salud Rural Floresta;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural La Orilla (Parral);;Perteneciente;
Del Maule;VII;Talca;Posta de Salud Rural Mercedes;;Perteneciente;
Del Maule;VII;Linares;Posta de Salud Rural Las Toscas;;Perteneciente;
Del Maule;VII;Cauquenes;Posta de Salud Rural Sauzal;;Perteneciente;
Del Maule;VII;Parral;Posta de Salud Rural Villa Baviera;;Perteneciente;
Del Maule;VII;Rauco;Posta de Salud Rural El Plumero;42750286;Perteneciente;
Del Maule;VII;San Clemente;Posta de Salud Rural La Mina;;Perteneciente;
Del Maule;VII;Pelarco;Posta de Salud Rural Santa Rita;711971598;Perteneciente;Calle Sector Santa Rita 62
Del Maule;VII;San Rafael;Posta de Salud Rural Pangue Arriba;;Perteneciente;
Del Maule;VII;Talca;PRAIS (S.S Del Maule);;Perteneciente;Calle 1 Oriente 936
Del Maule;VII;Linares;COSAM de Linares;732633839;Perteneciente;Calle O'Higgins 892
Del Maule;VII;Talca;COSAM Del Maule;712411681;Perteneciente;Calle 1 Norte 963
Del Maule;VII;Curicó;Centro Comunitario de Salud Familiar Prosperidad;752566450;Perteneciente;Calle Monte Patria 455
Del Maule;VII;Talca;Centro Comunitario de Salud Familiar Brilla el Sol;752412281;Perteneciente;Pasaje 12 ½ Sur 1250
Del Maule;VII;Linares;Centro de Salud Familiar Luis Navarrete Carvacho;732567240;Perteneciente;
Del Maule;VII;Parral;Centro Comunitario de Salud Familiar Los Olivos;732462559;Perteneciente;
Del Maule;VII;San Clemente;Centro Comunitario de Salud Familiar Chile Nuevo;;Perteneciente;
Del Maule;VII;Cauquenes;Centro Comunitario de Salud Familiar Población Fernández;732567230;Perteneciente;
Del Maule;VII;Pencahue;Centro Comunitario de Salud Familiar Lo Figueroa;711970620;Perteneciente;
Del Maule;VII;Cauquenes;Centro Comunitario de Salud Familiar Rosita O'Higgins;732512724;Perteneciente;Calle Población Rosita O'Higgins 24
Del Maule;VII;Talca;Centro Comunitario de Salud Familiar Faustino González;;Perteneciente;Calle 14 Oriente 2096
Del Maule;VII;Curicó;Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento;;Perteneciente;Calle Villa Doña Carmen Los Pensamientos 579
Del Maule;VII;Longaví;Centro Comunitario de Salud Familiar Los Cristales;;Perteneciente;
Del Maule;VII;San Javier;Centro Comunitario de Salud Familiar San Pablo;732324931;Perteneciente;
Del Maule;VII;Villa Alegre;Centro Comunitario de Salud Familiar Loma de Las Tortillas;;Perteneciente;
Del Maule;VII;Retiro;Centro Comunitario de Salud Familiar Los Robles;732971051;Perteneciente;
Del Maule;VII;Talca;Centro Comunitario de Salud Familiar Nuevo Horizonte;;Perteneciente;
Del Maule;VII;San Clemente;Centro Comunitario de Salud Familiar Aurora;;Perteneciente;
Del Maule;VII;Curicó;SAR Aguas Negras;;Perteneciente;
Del Maule;VII;Curicó;SAR Bombero Garrido;;Perteneciente;Calle Apóstol Andrés 2075
Del Maule;VII;Curicó;SAPU Curicó Centro;752324007;Perteneciente;Calle Freire 189
Del Maule;VII;Talca;SAPU José Dionisio Astaburuaga;712227160;Perteneciente;Calle 6 y 7 Oriente con 12 Norte 1375
Del Maule;VII;Talca;SAR La Florida;712232023;Perteneciente;
Del Maule;VII;Talca;SAPU Julio Contardo Urzúa;712635835;Perteneciente;Calle 15 Sur con 10 Oriente 1630
Del Maule;VII;Linares;SAR San Juan de Dios de Linares;732633217;Perteneciente;
Del Maule;VII;Parral;SAR Parral;;Perteneciente;Calle Delicias 149
Del Maule;VII;San Clemente;SAR San Clemente;;Perteneciente;
Del Maule;VII;Longaví;SAPU Amanda Benavente;732566220;Perteneciente;Calle 1 Norte 160
Del Maule;VII;Linares;SAPU Oscar Bonilla;732633227;Perteneciente;
Del Maule;VII;Cauquenes;SAR Dr. Juan Saavedra Macaya;;Perteneciente;Calle Balmaceda 680
Del Maule;VII;Talca;SAPU Carlos Trupp;712635840;Perteneciente;Calle 30 Oriente 8 Sur 2995
Del Maule;VII;Constitución;SAPU Cerro Alto;712672934;Perteneciente;
Del Maule;VII;Talca;SAPU Las Américas;712635822;Perteneciente;Calle 6 Oriente con 19 Norte 3040
Del Maule;VII;Curicó;Laboratorio Clínico Médicos Asociados de Curicó;;No Perteneciente;Calle Peña 590
Del Maule;VII;Talca;Integramédica Talca;;No Perteneciente;Calle 1 Norte 1546
Del Maule;VII;Talca;Laboratorio Clínico Alexander Fleming;;No Perteneciente;Calle 2 Sur, Edificio Aranjuez 772
Del Maule;VII;Linares;Laboratorio Clínico Tecnoanálisis - Sala Externa de Toma de Muestras;;No Perteneciente;Calle Independencia, Piso 2 571
Del Maule;VII;Cauquenes;Centro Médico y Laboratorio Clínico San Rafael;;No Perteneciente;Calle Catedral 322
Del Maule;VII;San Javier;Posta de Salud Rural Alquihue;;Perteneciente;
Del Maule;VII;San Javier;Asociación Chilena de Seguridad AChS San Javier;;No Perteneciente;Calle Chorrillos 1147
Del Maule;VII;Linares;Asociación Chilena de Seguridad AChS Linares;;No Perteneciente;Calle Brasil 921
Del Maule;VII;Constitución;Asociación Chilena de Seguridad AChS Constitución;;No Perteneciente;Calle Bulnes 615
Del Maule;VII;Constitución;Laboratorio Clínico Biovida E.I.R.L;;No Perteneciente;
Del Maule;VII;Constitución;Laboratorio Clínico Biotec;;No Perteneciente;Avenida Enrique Donn 716
Del Maule;VII;Parral;Laboratorio Clínico Tecnoanálisis;;No Perteneciente;Calle Buin 411
Del Maule;VII;Curicó;Laboratorio Clínico y Hematológico María Cecilia Besomi;;No Perteneciente;Calle Merced, Local 12 255
Del Maule;VII;Linares;Laboratorio Clínico Dr. Rodolfo Castro;;No Perteneciente;Calle Kurt Moller 437
Del Maule;VII;Parral;Laboratorio Clínico y Centro Médico Dr. Araya;;No Perteneciente;Calle Buin 330
Del Maule;VII;Molina;Laboratorio Clínico Santa María;;No Perteneciente;Avenida Luis Cruz Martínez 1432
Del Maule;VII;Curicó;Laboratorio Clínico Biomex;;No Perteneciente;Calle Membrillar 747
Del Maule;VII;Constitución;Laboratorio Clínico Fisher;;No Perteneciente;Calle O' Higgins 372
Del Maule;VII;Curicó;Laboratorio Clínico Alcántara;;No Perteneciente;Calle Manuel Montt, Oficina Nº 405, Edificio Manuel Montt 357
Del Maule;VII;Talca;Laboratorio Clínica del Maule;;No Perteneciente;Calle 4 Norte 1650
Del Maule;VII;Talca;Laboratorio Clínico Biomolecular;;No Perteneciente;Calle 2 Norte 641
Del Maule;VII;Talca;Laboratorio Clínico Ximena Gonzalez (LABXG);;No Perteneciente;Calle 2 Poniente, Oficina Nº 307 1380
Del Maule;VII;Linares;Laboratorio Clínico San Francisco;;No Perteneciente;Calle San Martín, Oficina Nº 2 640
Del Maule;VII;Linares;Laboratorio Clínico TECME;;No Perteneciente;Calle Independencia, Oficina 306 85
Del Maule;VII;Curicó;Laboratorio Clínico Alemán;;No Perteneciente;Calle Manuel Montt 378
Del Maule;VII;Cauquenes;Laboratorio Clínico Cauquenes;;No Perteneciente;Calle Claudina Urrutia - A 241
Del Maule;VII;Parral;Laboratorio Clínico Perquilauquén;;No Perteneciente;Calle Parcela, Villa Baviera 6
Del Maule;VII;Linares;SAPU Valentín Letelier;732633226;Perteneciente;
Del Maule;VII;Curicó;Instituto de Seguridad del Trabajo (IST);752333892;No Perteneciente;Avenida Alessandri 2019
Del Maule;VII;Talca;Centro de Salud Familiar Villa Magisterio;;Perteneciente;
Del Maule;VII;Linares;Laboratorio Clínico Loncomilla;712211210;No Perteneciente;Calle Manuel Rodríguez 725
Del Maule;VII;Curicó;Laboratorio Clínico Fundación Betania;752312124;No Perteneciente;Calle Camilo Henríquez 39
Del Maule;VII;Talca;Laboratorio Clínico Loncomilla (Talca);712228038;No Perteneciente;Calle 2 Poniente 1383
Del Maule;VII;Curicó;Laboratorio Clínico Bioanálysis;752314004;No Perteneciente;Calle Manuel Rodríguez 565
Del Maule;VII;Talca;Laboratorio Clínico Talca;712614120;No Perteneciente;Avenida Isidoro del Solar 99
Del Maule;VII;Talca;Laboratorio Clínico Bionet S.A.;712209907;No Perteneciente;Calle 2 Poniente 1372
Del Bíobío;VIII;Curanilahue;SAPU Eleuterio Ramírez;412416290;Perteneciente;
Del Bíobío;VIII;Los Álamos;SAPU Los Álamos;412533201;Perteneciente;Calle Pedro Eyheramendy 600
Del Bíobío;VIII;Lota;SAPU Dr. Juan Cartes Arias;412876643;Perteneciente;
Del Bíobío;VIII;Hualpén;SAPU La Floresta;412261385;Perteneciente;Calle Bremen 3851
Del Bíobío;VIII;Los Ángeles;SAPU 2 Septiembre;432333742;Perteneciente;Calle Max Jara 605
Del Bíobío;VIII;Los Ángeles;SAPU Nororiente;432971740;Perteneciente;Pasaje Morse 1585
Del Bíobío;VIII;Los Ángeles;SAPU Nuevo Horizonte;432333220;Perteneciente;Calle Aguas Calientes 2360
Del Bíobío;VIII;Concepción;Centro Comunitario de Salud Familiar Chaimávida;;Perteneciente;Pasaje Kilometro 23 Ruta Concepción- Cabrero, sector Chaimávida 1
Del Bíobío;VIII;Chillán;SAPU Isabel Riquelme;422426632;Perteneciente;Avenida O'Higgins 1679
Del Bíobío;VIII;Concepción;SAR Víctor Manuel Fernández;412724103;Perteneciente;Avenida Juan Bosco 406
Del Bíobío;VIII;Tome;SAPU Bellavista;412209729;Perteneciente;Calle Los Cerezos 297
Del Bíobío;VIII;Mulchén;Centro Comunitario de Salud Familiar Villa La Granja;;Perteneciente;Calle El Hualle, Villa La Granja 823
Del Bíobío;VIII;Lebu;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Arauco);;Perteneciente;Calle Carrera 302
Del Bíobío;VIII;Lebu;PRAIS (S.S Arauco);;Perteneciente;Calle Carrera 302
Del Bíobío;VIII;Lebu;Clínica Dental Móvil Triple. Pat. VP5666 (Lebu);412724372;Perteneciente;Calle Carrera 302
Del Bíobío;VIII;Lebu;Clínica Dental Móvil Simple. Pat. VP5664 (Lebu);412724372;Perteneciente;Calle Carrera 302
Del Bíobío;VIII;Lebu;Clínica Dental Móvil Simple. Pat. DDKB17 (Lebu);412724372;Perteneciente;Calle Carrera 302
Del Bíobío;VIII;Curanilahue;Hospital de Campaña (Curanilahue);;Perteneciente;
Del Bíobío;VIII;Curanilahue;Hospital Provincial Dr. Rafael Avaría (Curanilahue);412725480;Perteneciente;Avenida Bernardo O'Higgins 111
Del Bíobío;VIII;Lebu;Hospital de Lebu;412724500;Perteneciente;Calle Dr. Octavio Orellana Fuentes 54
Del Bíobío;VIII;Cañete;Hospital Intercultural Kallvu Llanka (Cañete);412724100;Perteneciente;
Del Bíobío;VIII;Contulmo;Hospital de Contulmo;412724150;Perteneciente;Calle Las Araucarias 1075
Del Bíobío;VIII;Arauco;Hospital San Vicente (Arauco);412725820;Perteneciente;
Del Bíobío;VIII;Curanilahue;Laboratorio Clínico San Pedro;412494939;No Perteneciente;Calle Los Leones 770
Del Bíobío;VIII;Cañete;Laboratorio Clínico Bio-Test;;No Perteneciente;
Del Bíobío;VIII;Cañete;Laboratorio Clínico San Pedro;;No Perteneciente;Calle Villagrán 473
Del Bíobío;VIII;Lebu;Centro de Salud Familiar Lebu Norte;412511527;Perteneciente;
Del Bíobío;VIII;Tirúa;Centro de Salud Familiar Isabel Jiménez;412721172;Perteneciente;
Del Bíobío;VIII;Curanilahue;Centro de Salud Familiar Eleuterio Ramírez;412691358;Perteneciente;
Del Bíobío;VIII;Los Álamos;Centro de Salud Familiar Los Álamos;412723640;Perteneciente;Calle Pedro Eyheramendy 835
Del Bíobío;VIII;Los Álamos;Posta de Salud Rural Cerro Alto;;Perteneciente;
Del Bíobío;VIII;Lebu;Posta de Salud Rural Pehuén;;Perteneciente;
Del Bíobío;VIII;Los Álamos;Posta de Salud Rural Tres Pinos;;Perteneciente;
Del Bíobío;VIII;Los Álamos;Posta de Salud Rural Pangue;;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Quiapo;;Perteneciente;
Del Bíobío;VIII;Lebu;Posta de Salud Rural Isla Mocha;;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Tubul;;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Ramadillas;;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Punta Lavapié;;Perteneciente;
Del Bíobío;VIII;Arauco;Centro de Salud Familiar Laraquete;412571006;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Cayucupil;;Perteneciente;
Del Bíobío;VIII;Cañete;Centro Comunitario de Salud Familiar Antiquina;413279421;Perteneciente;
Del Bíobío;VIII;Los Álamos;Posta de Salud Rural Antihuala;;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Huentelolén;;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Quidico;;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Ranquilhue;;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Alto Quilantahue;;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Casa de Piedra;;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Llenquehue;;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Lloncao;;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Pocuno;;Perteneciente;
Del Bíobío;VIII;Contulmo;Centro Comunitario de Salud Familiar Elicura;;Perteneciente;
Del Bíobío;VIII;Contulmo;Posta de Salud Rural Mahuilque Bajo;;Perteneciente;
Del Bíobío;VIII;Contulmo;Posta de Salud Rural Los Huapes de Aillahuampi;;Perteneciente;
Del Bíobío;VIII;Contulmo;Posta de Salud Rural Huillinco;;Perteneciente;
Del Bíobío;VIII;Arauco;Centro de Salud Familiar Carampangue;412571991;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Las Puentes;;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Yani;;Perteneciente;
Del Bíobío;VIII;Concepción;Centro Médico Integramédica Bio Bio;;No Perteneciente;Calle Los Carrera 301
Del Bíobío;VIII;Laja;Policlínico AChS Laja;;No Perteneciente;Calle Balmaceda 55
Del Bíobío;VIII;Concepción;Laboratorio Clínico MACROLAB;;No Perteneciente;
Del Bíobío;VIII;Cabrero;Policlínico AChS Cabrero;;No Perteneciente;Calle Oriente 60
Del Bíobío;VIII;Arauco;Policlínico Asociación Chilena de Seguridad AChS Arauco;;No Perteneciente;
Del Bíobío;VIII;Cañete;Policlínico Asociación Chilena de Seguridad AChS Cañete;;No Perteneciente;
Del Bíobío;VIII;Concepción;Centro Médico Kenal;;No Perteneciente;Calle Barros Arana 301
Del Bíobío;VIII;Chiguayante;Laboratorio Clínico Labomedic;;No Perteneciente;Calle Manuel Rodríguez 699
Del Bíobío;VIII;Curanilahue;Posta de Salud Rural San José de Colico;;Perteneciente;
Del Bíobío;VIII;Lebu;Posta de Salud Rural Santa Rosa (Lebu);;Perteneciente;
Del Bíobío;VIII;Arauco;Posta de Salud Rural Llico (Arauco);;Perteneciente;
Del Bíobío;VIII;Los Álamos;Posta de Salud Rural Ranquilco;;Perteneciente;
Del Bíobío;VIII;Cañete;Posta de Salud Rural Pangueco (Cañete);;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Primer Agua;;Perteneciente;
Del Bíobío;VIII;Tirúa;Posta de Salud Rural Loncotripai;412726220;Perteneciente;
Del Bíobío;VIII;Curanilahue;COSAM Curanilahue;412693959;Perteneciente;Avenida Ramón de Zamora 216
Del Bíobío;VIII;Lebu;COSAM Lebu;412512922;Perteneciente;Calle Saavedra 365
Del Bíobío;VIII;Cañete;COSAM Cañete;412612894;Perteneciente;Calle Saavedra 464
Del Bíobío;VIII;Arauco;COSAM de Arauco;412725824;Perteneciente;
Del Bíobío;VIII;Los Álamos;Centro Comunitario de Salud Familiar Los Álamos;;Perteneciente;Avenida Diego Portales 823
Del Bíobío;VIII;Arauco;Consultorio General Rural Tubul;;Perteneciente;
Del Bíobío;VIII;Tirúa;Centro Comunitario de Salud Familiar Quidico;;Perteneciente;
Del Bíobío;VIII;Chillán;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble);;Perteneciente;Calle Bulnes 502
Del Bíobío;VIII;Chillán;PRAIS (S.S Ñuble);;Perteneciente;Calle Bulnes 502
Del Bíobío;VIII;Chillán;Clínica Dental Móvil Triple. Pat. PW4105 (Chillán);;Perteneciente;Calle Bulnes 502
Del Bíobío;VIII;Chillán;Hospital Clínico Herminda Martín (Chillán);422586792;Perteneciente;Calle Francisco Ramírez 10
Del Bíobío;VIII;San Carlos;Hospital de San Carlos;422586192;Perteneciente;Calle Gazmuri 448
Del Bíobío;VIII;Bulnes;Hospital Comunitario de Salud Familiar de Bulnes;422585939;Perteneciente;
Del Bíobío;VIII;Yungay;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);422585736;Perteneciente;Calle Angamos 658
Del Bíobío;VIII;Quirihue;Hospital Comunitario de Salud Familiar de Quirihue;422586020;Perteneciente;
Del Bíobío;VIII;El Carmen;Hospital Comunitario de Salud Familiar de El Carmen;422585710;Perteneciente;Calle Isabel Riquelme 448
